Data,Valor,Mês,Ano,Mês-Ano,ano_valido,Valor_ano_valido,Verific_7dias,Média 7dias,,,,,,Código=,3051011
01/01/61,"0,40",1,1961,jan-61,1961,"0,4",1,"1,2",,,,,,,
02/01/61,"0,00",1,1961,jan-61,1961,0,1,"1,14285714285714",,,,,,,
03/01/61,"0,20",1,1961,jan-61,1961,"0,2",1,"1,14285714285714",,,,,,,
04/01/61,"2,40",1,1961,jan-61,1961,"2,4",1,"4,95714285714286",,,,,,,
05/01/61,"0,00",1,1961,jan-61,1961,0,1,6,,,,,,,
06/01/61,"3,80",1,1961,jan-61,1961,"3,8",1,6,,,,,,,
07/01/61,"1,60",1,1961,jan-61,1961,"1,6",1,"5,45714285714286",,,,,,,
08/01/61,"0,00",1,1961,jan-61,1961,0,1,"5,22857142857143",,,,,,,
09/01/61,"0,00",1,1961,jan-61,1961,0,1,"5,22857142857143",,,,,,,
10/01/61,"26,90",1,1961,jan-61,1961,"26,9",1,"5,22857142857143",,,,,,,
11/01/61,"9,70",1,1961,jan-61,1961,"9,7",1,"1,38571428571429",,,,,,,
12/01/61,"0,00",1,1961,jan-61,1961,0,1,"2,04285714285714",,,,,,,
13/01/61,"0,00",1,1961,jan-61,1961,0,1,"2,04285714285714",,,,,,,
14/01/61,"0,00",1,1961,jan-61,1961,0,1,"2,04285714285714",,,,,,,
15/01/61,"0,00",1,1961,jan-61,1961,0,1,"4,02857142857143",,,,,,,
16/01/61,"0,00",1,1961,jan-61,1961,0,1,"4,02857142857143",,,,,,,
17/01/61,"0,00",1,1961,jan-61,1961,0,1,"4,02857142857143",,,,,,,
18/01/61,"14,30",1,1961,jan-61,1961,"14,3",1,"4,02857142857143",,,,,,,
19/01/61,"0,00",1,1961,jan-61,1961,0,1,2,,,,,,,
20/01/61,"0,00",1,1961,jan-61,1961,0,1,2,,,,,,,
21/01/61,"13,90",1,1961,jan-61,1961,"13,9",1,2,,,,,,,
22/01/61,"0,00",1,1961,jan-61,1961,0,1,"0,014285714285714",,,,,,,
23/01/61,"0,00",1,1961,jan-61,1961,0,1,"0,014285714285714",,,,,,,
24/01/61,"0,00",1,1961,jan-61,1961,0,1,"0,014285714285714",,,,,,,
25/01/61,"0,10",1,1961,jan-61,1961,"0,1",1,"0,014285714285714",,,,,,,
26/01/61,"0,00",1,1961,jan-61,1961,0,1,0,,,,,,,
27/01/61,"0,00",1,1961,jan-61,1961,0,1,"3,94285714285714",,,,,,,
28/01/61,"0,00",1,1961,jan-61,1961,0,1,"3,94285714285714",,,,,,,
29/01/61,"0,00",1,1961,jan-61,1961,0,1,"3,94285714285714",,,,,,,
30/01/61,"0,00",1,1961,jan-61,1961,0,1,"3,94285714285714",,,,,,,
31/01/61,"0,00",1,1961,jan-61,1961,0,1,"3,94285714285714",,,,,,,
01/02/61,"0,00",2,1961,fev-61,1961,0,1,"4,12857142857143",,,,,,,
02/02/61,"27,60",2,1961,fev-61,1961,"27,6",1,"4,3",,,,,,,
03/02/61,"0,00",2,1961,fev-61,1961,0,1,"0,357142857142857",,,,,,,
04/02/61,"0,00",2,1961,fev-61,1961,0,1,"0,357142857142857",,,,,,,
05/02/61,"0,00",2,1961,fev-61,1961,0,1,"5,22857142857143",,,,,,,
06/02/61,"0,00",2,1961,fev-61,1961,0,1,"5,22857142857143",,,,,,,
07/02/61,"1,30",2,1961,fev-61,1961,"1,3",1,"5,22857142857143",,,,,,,
08/02/61,"1,20",2,1961,fev-61,1961,"1,2",1,"5,04285714285714",,,,,,,
09/02/61,"0,00",2,1961,fev-61,1961,0,1,"4,87142857142857",,,,,,,
10/02/61,"0,00",2,1961,fev-61,1961,0,1,"4,87142857142857",,,,,,,
11/02/61,"34,10",2,1961,fev-61,1961,"34,1",1,"4,87142857142857",,,,,,,
12/02/61,"0,00",2,1961,fev-61,1961,0,1,0,,,,,,,
13/02/61,"0,00",2,1961,fev-61,1961,0,1,"0,514285714285714",,,,,,,
14/02/61,"0,00",2,1961,fev-61,1961,0,1,"0,514285714285714",,,,,,,
15/02/61,"0,00",2,1961,fev-61,1961,0,1,"0,514285714285714",,,,,,,
16/02/61,"0,00",2,1961,fev-61,1961,0,1,"4,67142857142857",,,,,,,
17/02/61,"0,00",2,1961,fev-61,1961,0,1,"5,08571428571429",,,,,,,
18/02/61,"0,00",2,1961,fev-61,1961,0,1,"5,08571428571429",,,,,,,
19/02/61,"3,60",2,1961,fev-61,1961,"3,6",1,"5,08571428571429",,,,,,,
20/02/61,"0,00",2,1961,fev-61,1961,0,1,"8,04285714285714",,,,,,,
21/02/61,"0,00",2,1961,fev-61,1961,0,1,"11,9857142857143",,,,,,,
22/02/61,"29,10",2,1961,fev-61,1961,"29,1",1,"12,2",,,,,,,
23/02/61,"2,90",2,1961,fev-61,1961,"2,9",1,"8,04285714285714",,,,,,,
24/02/61,"0,00",2,1961,fev-61,1961,0,1,"7,62857142857143",,,,,,,
25/02/61,"0,00",2,1961,fev-61,1961,0,1,"7,62857142857143",,,,,,,
26/02/61,"24,30",2,1961,fev-61,1961,"24,3",1,"7,62857142857143",,,,,,,
27/02/61,"27,60",2,1961,fev-61,1961,"27,6",1,"4,82857142857143",,,,,,,
28/02/61,"1,50",2,1961,fev-61,1961,"1,5",1,"1,01428571428571",,,,,,,
01/03/61,"0,00",3,1961,mar-61,1961,0,1,"0,8",,,,,,,
02/03/61,"0,00",3,1961,mar-61,1961,0,1,"0,8",,,,,,,
03/03/61,"0,00",3,1961,mar-61,1961,0,1,"1,5",,,,,,,
04/03/61,"0,00",3,1961,mar-61,1961,0,1,"1,5",,,,,,,
05/03/61,"4,70",3,1961,mar-61,1961,"4,7",1,"5,15714285714286",,,,,,,
06/03/61,"0,90",3,1961,mar-61,1961,"0,9",1,"6,07142857142857",,,,,,,
07/03/61,"0,00",3,1961,mar-61,1961,0,1,"6,21428571428571",,,,,,,
08/03/61,"0,00",3,1961,mar-61,1961,0,1,"6,34285714285714",,,,,,,
09/03/61,"4,90",3,1961,mar-61,1961,"4,9",1,"6,34285714285714",,,,,,,
10/03/61,"0,00",3,1961,mar-61,1961,0,1,"5,91428571428572",,,,,,,
11/03/61,"25,60",3,1961,mar-61,1961,"25,6",1,"15,1428571428571",,,,,,,
12/03/61,"11,10",3,1961,mar-61,1961,"11,1",1,"13,8714285714286",,,,,,,
13/03/61,"1,90",3,1961,mar-61,1961,"1,9",1,"12,2857142857143",,,,,,,
14/03/61,"0,90",3,1961,mar-61,1961,"0,9",1,"12,2428571428571",,,,,,,
15/03/61,"0,00",3,1961,mar-61,1961,0,1,"13,7285714285714",,,,,,,
16/03/61,"1,90",3,1961,mar-61,1961,"1,9",1,"13,7285714285714",,,,,,,
17/03/61,"64,60",3,1961,mar-61,1961,"64,6",1,"13,4571428571429",,,,,,,
18/03/61,"16,70",3,1961,mar-61,1961,"16,7",1,"4,22857142857143",,,,,,,
19/03/61,"0,00",3,1961,mar-61,1961,0,1,"4,14285714285714",,,,,,,
20/03/61,"1,60",3,1961,mar-61,1961,"1,6",1,"4,77142857142857",,,,,,,
21/03/61,"11,30",3,1961,mar-61,1961,"11,3",1,"4,64285714285714",,,,,,,
22/03/61,"0,00",3,1961,mar-61,1961,0,1,"3,02857142857143",,,,,,,
23/03/61,"0,00",3,1961,mar-61,1961,0,1,"3,02857142857143",,,,,,,
24/03/61,"0,00",3,1961,mar-61,1961,0,1,"3,02857142857143",,,,,,,
25/03/61,"16,10",3,1961,mar-61,1961,"16,1",1,"3,02857142857143",,,,,,,
26/03/61,"4,40",3,1961,mar-61,1961,"4,4",1,"0,728571428571429",,,,,,,
27/03/61,"0,70",3,1961,mar-61,1961,"0,7",1,"0,328571428571429",,,,,,,
28/03/61,"0,00",3,1961,mar-61,1961,0,1,"0,228571428571429",,,,,,,
29/03/61,"0,00",3,1961,mar-61,1961,0,1,"1,04285714285714",,,,,,,
30/03/61,"0,00",3,1961,mar-61,1961,0,1,"1,04285714285714",,,,,,,
31/03/61,"0,00",3,1961,mar-61,1961,0,1,"1,04285714285714",,,,,,,
01/04/61,"0,00",4,1961,abr-61,1961,0,1,"1,04285714285714",,,,,,,
02/04/61,"1,60",4,1961,abr-61,1961,"1,6",1,"1,04285714285714",,,,,,,
03/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,814285714285714",,,,,,,
04/04/61,"5,70",4,1961,abr-61,1961,"5,7",1,"0,814285714285714",,,,,,,
05/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,414285714285714",,,,,,,
06/04/61,"0,00",4,1961,abr-61,1961,0,1,"2,94285714285714",,,,,,,
07/04/61,"0,00",4,1961,abr-61,1961,0,1,"4,14285714285714",,,,,,,
08/04/61,"0,00",4,1961,abr-61,1961,0,1,"4,14285714285714",,,,,,,
09/04/61,"0,00",4,1961,abr-61,1961,0,1,"4,97142857142857",,,,,,,
10/04/61,"0,00",4,1961,abr-61,1961,0,1,"5,18571428571429",,,,,,,
11/04/61,"2,90",4,1961,abr-61,1961,"2,9",1,"5,18571428571429",,,,,,,
12/04/61,"17,70",4,1961,abr-61,1961,"17,7",1,"5,31428571428572",,,,,,,
13/04/61,"8,40",4,1961,abr-61,1961,"8,4",1,"2,94285714285714",,,,,,,
14/04/61,"0,00",4,1961,abr-61,1961,0,1,"1,74285714285714",,,,,,,
15/04/61,"5,80",4,1961,abr-61,1961,"5,8",1,"1,74285714285714",,,,,,,
16/04/61,"1,50",4,1961,abr-61,1961,"1,5",1,"0,914285714285714",,,,,,,
17/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,7",,,,,,,
18/04/61,"3,80",4,1961,abr-61,1961,"3,8",1,"0,7",,,,,,,
19/04/61,"1,10",4,1961,abr-61,1961,"1,1",1,"0,157142857142857",,,,,,,
20/04/61,"0,00",4,1961,abr-61,1961,0,1,0,,,,,,,
21/04/61,"0,00",4,1961,abr-61,1961,0,1,0,,,,,,,
22/04/61,"0,00",4,1961,abr-61,1961,0,1,0,,,,,,,
23/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
24/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
25/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
26/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
27/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
28/04/61,"0,00",4,1961,abr-61,1961,0,1,"0,842857142857143",,,,,,,
29/04/61,"5,90",4,1961,abr-61,1961,"5,9",1,"0,842857142857143",,,,,,,
30/04/61,"0,00",4,1961,abr-61,1961,0,1,0,,,,,,,
01/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
02/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,1",,,,,,,
03/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,35714285714286",,,,,,,
04/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,35714285714286",,,,,,,
05/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,35714285714286",,,,,,,
06/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,35714285714286",,,,,,,
07/05/61,"0,00",5,1961,mai-61,1961,0,1,"1,35714285714286",,,,,,,
08/05/61,"7,70",5,1961,mai-61,1961,"7,7",1,"1,35714285714286",,,,,,,
09/05/61,"1,80",5,1961,mai-61,1961,"1,8",1,"0,257142857142857",,,,,,,
10/05/61,"0,00",5,1961,mai-61,1961,0,1,"0,428571428571429",,,,,,,
11/05/61,"0,00",5,1961,mai-61,1961,0,1,"5,47142857142857",,,,,,,
12/05/61,"0,00",5,1961,mai-61,1961,0,1,"6,95714285714286",,,,,,,
13/05/61,"0,00",5,1961,mai-61,1961,0,1,"6,98571428571429",,,,,,,
14/05/61,"0,00",5,1961,mai-61,1961,0,1,"6,98571428571429",,,,,,,
15/05/61,"0,00",5,1961,mai-61,1961,0,1,"6,98571428571429",,,,,,,
16/05/61,"3,00",5,1961,mai-61,1961,3,1,"6,98571428571429",,,,,,,
17/05/61,"35,30",5,1961,mai-61,1961,"35,3",1,"6,55714285714286",,,,,,,
18/05/61,"10,40",5,1961,mai-61,1961,"10,4",1,"1,51428571428571",,,,,,,
19/05/61,"0,20",5,1961,mai-61,1961,"0,2",1,"0,028571428571429",,,,,,,
20/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
21/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
22/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
23/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
24/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
25/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
26/05/61,"0,00",5,1961,mai-61,1961,0,1,0,,,,,,,
27/05/61,"0,00",5,1961,mai-61,1961,0,1,"0,257142857142857",,,,,,,
28/05/61,"0,00",5,1961,mai-61,1961,0,1,"0,257142857142857",,,,,,,
29/05/61,"0,00",5,1961,mai-61,1961,0,1,"0,257142857142857",,,,,,,
30/05/61,"0,00",5,1961,mai-61,1961,0,1,"5,55714285714286",,,,,,,
31/05/61,"0,00",5,1961,mai-61,1961,0,1,"5,61428571428571",,,,,,,
01/06/61,"0,00",6,1961,jun-61,1961,0,1,"5,61428571428571",,,,,,,
02/06/61,"1,80",6,1961,jun-61,1961,"1,8",1,"5,61428571428571",,,,,,,
03/06/61,"0,00",6,1961,jun-61,1961,0,1,"5,35714285714286",,,,,,,
04/06/61,"0,00",6,1961,jun-61,1961,0,1,"10,2285714285714",,,,,,,
05/06/61,"37,10",6,1961,jun-61,1961,"37,1",1,"14,4142857142857",,,,,,,
06/06/61,"0,40",6,1961,jun-61,1961,"0,4",1,"9,17142857142857",,,,,,,
07/06/61,"0,00",6,1961,jun-61,1961,0,1,"9,8",,,,,,,
08/06/61,"0,00",6,1961,jun-61,1961,0,1,"10,8",,,,,,,
09/06/61,"0,00",6,1961,jun-61,1961,0,1,"10,8",,,,,,,
10/06/61,"34,10",6,1961,jun-61,1961,"34,1",1,"10,8",,,,,,,
11/06/61,"29,30",6,1961,jun-61,1961,"29,3",1,"5,92857142857143",,,,,,,
12/06/61,"0,40",6,1961,jun-61,1961,"0,4",1,"1,74285714285714",,,,,,,
13/06/61,"4,80",6,1961,jun-61,1961,"4,8",1,"1,84285714285714",,,,,,,
14/06/61,"7,00",6,1961,jun-61,1961,7,1,"5,42857142857143",,,,,,,
15/06/61,"0,00",6,1961,jun-61,1961,0,1,"4,44285714285714",,,,,,,
16/06/61,"0,00",6,1961,jun-61,1961,0,1,"4,44285714285714",,,,,,,
17/06/61,"0,00",6,1961,jun-61,1961,0,1,"4,45714285714286",,,,,,,
18/06/61,"0,00",6,1961,jun-61,1961,0,1,"4,48571428571429",,,,,,,
19/06/61,"1,10",6,1961,jun-61,1961,"1,1",1,"4,48571428571429",,,,,,,
20/06/61,"29,90",6,1961,jun-61,1961,"29,9",1,"4,32857142857143",,,,,,,
21/06/61,"0,10",6,1961,jun-61,1961,"0,1",1,"0,057142857142857",,,,,,,
22/06/61,"0,00",6,1961,jun-61,1961,0,1,"0,042857142857143",,,,,,,
23/06/61,"0,10",6,1961,jun-61,1961,"0,1",1,"3,44285714285714",,,,,,,
24/06/61,"0,20",6,1961,jun-61,1961,"0,2",1,"13,1428571428571",,,,,,,
25/06/61,"0,00",6,1961,jun-61,1961,0,1,"13,1428571428571",,,,,,,
26/06/61,"0,00",6,1961,jun-61,1961,0,1,"13,1428571428571",,,,,,,
27/06/61,"0,00",6,1961,jun-61,1961,0,1,"14,3857142857143",,,,,,,
28/06/61,"0,00",6,1961,jun-61,1961,0,1,"14,3857142857143",,,,,,,
29/06/61,"23,80",6,1961,jun-61,1961,"23,8",1,"14,3857142857143",,,,,,,
30/06/61,"68,00",6,1961,jun-61,1961,68,1,"10,9857142857143",,,,,,,
01/07/61,"0,20",7,1961,jul-61,1961,"0,2",1,"2,1",,,,,,,
02/07/61,"0,00",7,1961,jul-61,1961,0,1,"4,48571428571429",,,,,,,
03/07/61,"8,70",7,1961,jul-61,1961,"8,7",1,"4,48571428571429",,,,,,,
04/07/61,"0,00",7,1961,jul-61,1961,0,1,"3,24285714285714",,,,,,,
05/07/61,"0,00",7,1961,jul-61,1961,0,1,"3,24285714285714",,,,,,,
06/07/61,"0,00",7,1961,jul-61,1961,0,1,"3,24285714285714",,,,,,,
07/07/61,"5,80",7,1961,jul-61,1961,"5,8",1,"3,52857142857143",,,,,,,
08/07/61,"16,90",7,1961,jul-61,1961,"16,9",1,"2,95714285714286",,,,,,,
09/07/61,"0,00",7,1961,jul-61,1961,0,1,"1,34285714285714",,,,,,,
10/07/61,"0,00",7,1961,jul-61,1961,0,1,"1,42857142857143",,,,,,,
11/07/61,"0,00",7,1961,jul-61,1961,0,1,2,,,,,,,
12/07/61,"0,00",7,1961,jul-61,1961,0,1,"2,01428571428571",,,,,,,
13/07/61,"2,00",7,1961,jul-61,1961,2,1,"2,01428571428571",,,,,,,
14/07/61,"1,80",7,1961,jul-61,1961,"1,8",1,"1,72857142857143",,,,,,,
15/07/61,"5,60",7,1961,jul-61,1961,"5,6",1,"1,47142857142857",,,,,,,
16/07/61,"0,60",7,1961,jul-61,1961,"0,6",1,"1,82857142857143",,,,,,,
17/07/61,"4,00",7,1961,jul-61,1961,4,1,"1,74285714285714",,,,,,,
18/07/61,"0,10",7,1961,jul-61,1961,"0,1",1,"1,17142857142857",,,,,,,
19/07/61,"0,00",7,1961,jul-61,1961,0,1,"1,15714285714286",,,,,,,
20/07/61,"0,00",7,1961,jul-61,1961,0,1,"1,6",,,,,,,
21/07/61,"0,00",7,1961,jul-61,1961,0,1,"1,6",,,,,,,
22/07/61,"8,10",7,1961,jul-61,1961,"8,1",1,"1,6",,,,,,,
23/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,442857142857143",,,,,,,
24/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,442857142857143",,,,,,,
25/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,442857142857143",,,,,,,
26/07/61,"3,10",7,1961,jul-61,1961,"3,1",1,"0,442857142857143",,,,,,,
27/07/61,"0,00",7,1961,jul-61,1961,0,1,0,,,,,,,
28/07/61,"0,00",7,1961,jul-61,1961,0,1,0,,,,,,,
29/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,014285714285714",,,,,,,
30/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,028571428571429",,,,,,,
31/07/61,"0,00",7,1961,jul-61,1961,0,1,"0,028571428571429",,,,,,,
01/08/61,"0,00",8,1961,ago-61,1961,0,1,"0,028571428571429",,,,,,,
02/08/61,"0,00",8,1961,ago-61,1961,0,1,"0,028571428571429",,,,,,,
03/08/61,"0,00",8,1961,ago-61,1961,0,1,"0,028571428571429",,,,,,,
04/08/61,"0,10",8,1961,ago-61,1961,"0,1",1,"0,028571428571429",,,,,,,
05/08/61,"0,10",8,1961,ago-61,1961,"0,1",1,"0,014285714285714",,,,,,,
06/08/61,"0,00",8,1961,ago-61,1961,0,1,0,,,,,,,
07/08/61,"0,00",8,1961,ago-61,1961,0,1,0,,,,,,,
08/08/61,"0,00",8,1961,ago-61,1961,0,1,"0,014285714285714",,,,,,,
09/08/61,"0,00",8,1961,ago-61,1961,0,1,"0,014285714285714",,,,,,,
10/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,25714285714286",,,,,,,
11/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,25714285714286",,,,,,,
12/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,25714285714286",,,,,,,
13/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,25714285714286",,,,,,,
14/08/61,"0,10",8,1961,ago-61,1961,"0,1",1,"4,41428571428571",,,,,,,
15/08/61,"0,00",8,1961,ago-61,1961,0,1,"4,58571428571429",,,,,,,
16/08/61,"22,70",8,1961,ago-61,1961,"22,7",1,"4,58571428571429",,,,,,,
17/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,42857142857143",,,,,,,
18/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,42857142857143",,,,,,,
19/08/61,"0,00",8,1961,ago-61,1961,0,1,"4,98571428571429",,,,,,,
20/08/61,"8,10",8,1961,ago-61,1961,"8,1",1,"5,85714285714286",,,,,,,
21/08/61,"1,30",8,1961,ago-61,1961,"1,3",1,"4,7",,,,,,,
22/08/61,"0,00",8,1961,ago-61,1961,0,1,"4,51428571428571",,,,,,,
23/08/61,"14,60",8,1961,ago-61,1961,"14,6",1,"4,51428571428571",,,,,,,
24/08/61,"0,00",8,1961,ago-61,1961,0,1,"5,88571428571429",,,,,,,
25/08/61,"10,90",8,1961,ago-61,1961,"10,9",1,"5,88571428571429",,,,,,,
26/08/61,"6,10",8,1961,ago-61,1961,"6,1",1,"4,32857142857143",,,,,,,
27/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,45714285714286",,,,,,,
28/08/61,"0,00",8,1961,ago-61,1961,0,1,"3,8",,,,,,,
29/08/61,"0,00",8,1961,ago-61,1961,0,1,"11,3428571428571",,,,,,,
30/08/61,"24,20",8,1961,ago-61,1961,"24,2",1,"16,4428571428571",,,,,,,
31/08/61,"0,00",8,1961,ago-61,1961,0,1,"15,7714285714286",,,,,,,
01/09/61,"0,00",9,1961,set-61,1961,0,1,"15,7714285714286",,,,,,,
02/09/61,"0,00",9,1961,set-61,1961,0,1,"16,0142857142857",,,,,,,
03/09/61,"2,40",9,1961,set-61,1961,"2,4",1,"16,8428571428571",,,,,,,
04/09/61,"52,80",9,1961,set-61,1961,"52,8",1,"16,6428571428571",,,,,,,
05/09/61,"35,70",9,1961,set-61,1961,"35,7",1,"9,1",,,,,,,
06/09/61,"19,50",9,1961,set-61,1961,"19,5",1,4,,,,,,,
07/09/61,"0,00",9,1961,set-61,1961,0,1,"1,21428571428571",,,,,,,
08/09/61,"1,70",9,1961,set-61,1961,"1,7",1,"1,75714285714286",,,,,,,
09/09/61,"5,80",9,1961,set-61,1961,"5,8",1,"2,24285714285714",,,,,,,
10/09/61,"1,00",9,1961,set-61,1961,1,1,"1,41428571428571",,,,,,,
11/09/61,"0,00",9,1961,set-61,1961,0,1,"1,27142857142857",,,,,,,
12/09/61,"0,00",9,1961,set-61,1961,0,1,"1,31428571428571",,,,,,,
13/09/61,"0,00",9,1961,set-61,1961,0,1,"1,45714285714286",,,,,,,
14/09/61,"3,80",9,1961,set-61,1961,"3,8",1,"3,38571428571429",,,,,,,
15/09/61,"5,10",9,1961,set-61,1961,"5,1",1,"4,65714285714286",,,,,,,
16/09/61,"0,00",9,1961,set-61,1961,0,1,"3,92857142857143",,,,,,,
17/09/61,"0,00",9,1961,set-61,1961,0,1,"3,92857142857143",,,,,,,
18/09/61,"0,30",9,1961,set-61,1961,"0,3",1,"4,75714285714286",,,,,,,
19/09/61,"1,00",9,1961,set-61,1961,1,1,"4,71428571428571",,,,,,,
20/09/61,"13,50",9,1961,set-61,1961,"13,5",1,"9,25714285714286",,,,,,,
21/09/61,"12,70",9,1961,set-61,1961,"12,7",1,"10,5428571428571",,,,,,,
22/09/61,"0,00",9,1961,set-61,1961,0,1,"9,7",,,,,,,
23/09/61,"0,00",9,1961,set-61,1961,0,1,"13,5857142857143",,,,,,,
24/09/61,"5,80",9,1961,set-61,1961,"5,8",1,"13,9285714285714",,,,,,,
25/09/61,"0,00",9,1961,set-61,1961,0,1,"13,1",,,,,,,
26/09/61,"32,80",9,1961,set-61,1961,"32,8",1,"13,1",,,,,,,
27/09/61,"22,50",9,1961,set-61,1961,"22,5",1,"8,41428571428571",,,,,,,
28/09/61,"6,80",9,1961,set-61,1961,"6,8",1,"5,2",,,,,,,
29/09/61,"27,20",9,1961,set-61,1961,"27,2",1,"4,22857142857143",,,,,,,
30/09/61,"2,40",9,1961,set-61,1961,"2,4",1,"2,05714285714286",,,,,,,
01/10/61,"0,00",10,1961,out-61,1961,0,1,"4,3",,,,,,,
02/10/61,"0,00",10,1961,out-61,1961,0,1,"7,65714285714286",,,,,,,
03/10/61,"0,00",10,1961,out-61,1961,0,1,"7,65714285714286",,,,,,,
04/10/61,"0,00",10,1961,out-61,1961,0,1,"9,31428571428572",,,,,,,
05/10/61,"0,00",10,1961,out-61,1961,0,1,"10,5142857142857",,,,,,,
06/10/61,"12,00",10,1961,out-61,1961,12,1,"11,6",,,,,,,
07/10/61,"18,10",10,1961,out-61,1961,"18,1",1,"9,88571428571429",,,,,,,
08/10/61,"23,50",10,1961,out-61,1961,"23,5",1,"7,84285714285714",,,,,,,
09/10/61,"0,00",10,1961,out-61,1961,0,1,"5,15714285714286",,,,,,,
10/10/61,"11,60",10,1961,out-61,1961,"11,6",1,"5,15714285714286",,,,,,,
11/10/61,"8,40",10,1961,out-61,1961,"8,4",1,"4,01428571428571",,,,,,,
12/10/61,"7,60",10,1961,out-61,1961,"7,6",1,"2,81428571428571",,,,,,,
13/10/61,"0,00",10,1961,out-61,1961,0,1,"1,72857142857143",,,,,,,
14/10/61,"3,80",10,1961,out-61,1961,"3,8",1,"6,22857142857143",,,,,,,
15/10/61,"4,70",10,1961,out-61,1961,"4,7",1,"9,38571428571429",,,,,,,
16/10/61,"0,00",10,1961,out-61,1961,0,1,9,,,,,,,
17/10/61,"3,60",10,1961,out-61,1961,"3,6",1,9,,,,,,,
18/10/61,"0,00",10,1961,out-61,1961,0,1,"8,48571428571429",,,,,,,
19/10/61,"0,00",10,1961,out-61,1961,0,1,"11,3",,,,,,,
20/10/61,"31,50",10,1961,out-61,1961,"31,5",1,"11,3",,,,,,,
21/10/61,"25,90",10,1961,out-61,1961,"25,9",1,"6,8",,,,,,,
22/10/61,"2,00",10,1961,out-61,1961,2,1,"3,1",,,,,,,
23/10/61,"0,00",10,1961,out-61,1961,0,1,"2,81428571428571",,,,,,,
24/10/61,"0,00",10,1961,out-61,1961,0,1,"2,81428571428571",,,,,,,
25/10/61,"19,70",10,1961,out-61,1961,"19,7",1,"4,25714285714286",,,,,,,
26/10/61,"0,00",10,1961,out-61,1961,0,1,"3,17142857142857",,,,,,,
27/10/61,"0,00",10,1961,out-61,1961,0,1,"3,17142857142857",,,,,,,
28/10/61,"0,00",10,1961,out-61,1961,0,1,"3,17142857142857",,,,,,,
29/10/61,"0,00",10,1961,out-61,1961,0,1,"3,17142857142857",,,,,,,
30/10/61,"0,00",10,1961,out-61,1961,0,1,"5,48571428571429",,,,,,,
31/10/61,"10,10",10,1961,out-61,1961,"10,1",1,"6,52857142857143",,,,,,,
01/11/61,"12,10",11,1961,nov-61,1961,"12,1",1,"5,08571428571429",,,,,,,
02/11/61,"0,00",11,1961,nov-61,1961,0,1,"3,35714285714286",,,,,,,
03/11/61,"0,00",11,1961,nov-61,1961,0,1,"3,35714285714286",,,,,,,
04/11/61,"0,00",11,1961,nov-61,1961,0,1,"3,35714285714286",,,,,,,
05/11/61,"16,20",11,1961,nov-61,1961,"16,2",1,"3,35714285714286",,,,,,,
06/11/61,"7,30",11,1961,nov-61,1961,"7,3",1,"1,04285714285714",,,,,,,
07/11/61,"0,00",11,1961,nov-61,1961,0,1,0,,,,,,,
08/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,04285714285714",,,,,,,
09/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,11428571428571",,,,,,,
10/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,11428571428571",,,,,,,
11/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,11428571428571",,,,,,,
12/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,11428571428571",,,,,,,
13/11/61,"0,00",11,1961,nov-61,1961,0,1,"1,11428571428571",,,,,,,
